operation;value;success;time_ns;operations
insert;22052;true;1100;93
insert;28065;true;1400;199
insert;11174;true;4000;2501
insert;29850;true;1300;55
insert;29671;true;900;59
insert;73104;true;3200;2025
insert;63601;true;1100;1030
insert;76502;true;4400;2459
insert;87673;true;2900;1920
insert;88382;true;3000;2015
insert;92766;true;4200;2458
insert;39177;true;1200;51
insert;74137;true;3600;2148
insert;13814;true;4600;2788
insert;7771;true;3100;2121
insert;35920;true;1300;59
insert;42646;true;1000;265
insert;43167;true;1100;320
insert;91486;true;3800;2313
insert;47297;true;1200;279
insert;2530;true;1800;1524
insert;68593;true;2500;1561
insert;34511;true;5400;56
insert;31795;true;1600;164
insert;79887;true;5400;2812
insert;56647;true;2900;1065
insert;47191;true;1601600;268
insert;8475;true;9900;2209
insert;51614;true;2200;490
insert;29490;true;15900;67
insert;45128;true;3200;509
insert;74463;true;8500;2211
insert;62871;true;4100;865
insert;74610;true;3900;2240
insert;56281;true;3700;1025
insert;17666;true;8100;3232
insert;4001;true;1700;1693
insert;11791;true;3500;2594
insert;1169;true;1000;1389
insert;21130;true;7200;3624
insert;37655;true;1600;66
insert;46738;true;2200;672
insert;30772;true;1300;60
insert;96064;true;10400;2888
insert;59652;true;1300;506
insert;9439;true;3000;2323
insert;66242;true;1600;1303
insert;92016;true;3700;2377
insert;30293;true;1100;71
insert;62036;true;1700;779
insert;18997;true;5300;3376
insert;96309;true;5000;2916
insert;40967;true;1100;180
insert;73282;true;3100;2044
insert;4238;true;4100;1723
insert;40941;true;900;177
insert;92867;true;3900;2475
insert;13960;true;4600;2844
insert;27184;true;1500;115
insert;37882;true;24200;101
insert;38966;true;1400;103
insert;22741;true;1500;182
insert;76522;true;5100;2485
insert;30916;true;900;87
insert;42377;true;1600;338
insert;29403;true;4100;68
insert;5390;true;2100;1861
insert;38056;true;1000;76
insert;805;true;900;1332
insert;19958;true;6200;3497
insert;66378;true;1500;1320
insert;65145;true;1100;1185
insert;1727;true;1200;1446
insert;16399;true;4700;3125
insert;91551;true;3700;2326
insert;71383;true;2700;1848
insert;31909;true;1400;53
insert;65981;true;1400;1281
insert;672;true;1000;1322
insert;50278;true;2900;621
insert;2814;true;1600;1575
insert;56739;true;3700;1080
insert;12980;true;4100;2776
insert;82202;true;1200;1311
insert;74699;true;3700;2280
insert;30661;true;1000;94
insert;34192;true;1200;40
insert;7535;true;2500;2125
insert;24148;true;800;52
insert;74071;true;3300;2165
insert;52034;true;1000;525
insert;670;true;1000;1326
insert;75447;true;3800;2360
insert;68787;true;2000;1611
insert;35482;true;3900;92
insert;96879;true;6100;2992
insert;16610;true;5400;3167
insert;74004;true;2900;2162
insert;78622;true;4500;2751
insert;83916;true;1800;1521
insert;27991;true;1600;194
insert;42062;true;1300;323
insert;98459;true;6100;3176
insert;47706;true;900;320
insert;72673;true;3000;2026
insert;90426;true;3100;2247
insert;1218;true;1500;1418
insert;41421;true;1000;230
insert;98204;true;5000;3158
insert;85417;true;1800;1689
insert;19277;true;5700;3461
insert;3592;true;1700;1684
insert;50503;true;1700;653
insert;64282;true;1100;1119
insert;25784;true;1100;102
insert;11051;true;3500;2547
insert;9044;true;3200;2330
insert;24988;true;1000;106
insert;66387;true;1600;1342
insert;84923;true;1800;1634
insert;50387;true;1600;644
insert;48588;true;900;415
insert;13946;true;4700;2885
insert;67686;true;2000;1489
insert;17111;true;4800;3232
insert;91218;true;2900;2311
insert;85977;true;2100;1748
insert;79348;true;4400;2832
insert;99295;true;4900;3295
insert;29729;true;1200;71
insert;92104;true;2900;2416
insert;42635;true;1100;269
insert;12218;true;3600;2713
insert;92293;true;3400;2439
insert;27899;true;160200;181
insert;66451;true;19200;1357
insert;37752;true;2500;70
insert;69801;true;11900;1744
insert;12017;true;12200;2686
insert;49491;true;16000;538
insert;88964;true;19400;2122
insert;62610;true;1137500;844
insert;72676;true;67900;2045
insert;23167;true;2100;34
insert;10880;true;7100;2537
insert;68775;true;2800;1630
insert;97511;true;11200;3091
insert;8988;true;3200;2326
insert;57431;true;4800;1180
insert;98355;true;5100;3196
insert;91558;true;3600;2361
insert;40056;true;1400;125
insert;43930;true;1900;400
insert;68916;true;830000;1647
insert;13885;true;10500;2889
insert;93580;true;8600;2610
insert;33017;true;1900;44
insert;56918;true;4700;1107
insert;30398;true;1600;61
insert;1249;true;1600;1434
insert;23029;true;2800;219
insert;696;true;1300;1353
insert;58653;true;1400;415
insert;11786;true;4300;2662
insert;28277;true;2400;242
insert;92725;true;4500;2501
insert;36766;true;1700;50
insert;69939;true;2104700;1764
insert;93360;true;9500;2594
insert;92908;true;4500;2527
insert;68953;true;3400;1657
insert;48427;true;1900;389
insert;46002;true;3700;633
insert;40007;true;1200;112
insert;73598;true;5100;2142
insert;42392;true;2200;353
insert;8059;true;6300;2219
insert;24102;true;14700;71
insert;55885;true;4100;988
insert;42016;true;1400;324
insert;26153;true;1300;90
insert;327;true;900;1312
insert;16094;true;7100;3145
insert;44881;true;1400;482
insert;65105;true;1400;1205
insert;65752;true;1300;1276
insert;20393;true;7800;3642
insert;84066;true;2400;1558
insert;74480;true;3900;2291
insert;51242;true;1000;433
insert;94166;true;4600;2697
insert;84164;true;1700;1572
insert;76722;true;4700;2592
insert;38629;true;1200;90
insert;35833;true;1600;95
insert;44260;true;1200;433
insert;12878;true;3700;2811
insert;39396;true;1100;80
insert;66510;true;1500;1381
insert;9364;true;2600;2380
insert;81514;true;1200;1263
insert;23043;true;2100;224
insert;43196;true;1100;334
insert;64079;true;1200;1112
insert;66155;true;1500;1329
insert;84997;true;1800;1674
insert;28024;true;1900;201
insert;89333;true;2800;2171
insert;41229;true;900;215
insert;17249;true;4900;3289
insert;68089;true;2200;1568
insert;18446;true;5100;3424
insert;5786;true;2100;1961
insert;10247;true;3200;2486
insert;66606;true;1700;1405
insert;1227;true;1100;1451
insert;59797;true;2000;534
insert;31277;true;2900;97
insert;75708;true;3500;2468
insert;31371;true;1100;118
insert;1873;true;1500;1516
insert;10192;true;3000;2491
insert;39170;true;900;53
insert;83424;true;1900;1492
insert;49181;true;2100;504
insert;14639;true;4300;3022
insert;57984;true;900;331
insert;23118;true;1000;237
insert;86248;true;2100;1809
insert;3308;true;1700;1685
insert;11557;true;3400;2672
insert;34964;true;2000;52
insert;55024;true;2500;904
insert;45053;true;1700;511
insert;59468;true;1300;502
insert;26831;true;2000;114
insert;63351;true;900;1043
insert;12806;true;3500;2835
insert;47887;true;1200;343
insert;91479;true;3100;2378
insert;67191;true;1600;1464
insert;65210;true;1300;1237
insert;69774;true;2600;1788
insert;26855;true;1100;117
insert;13694;true;3900;2916
insert;60057;true;1200;565
insert;29743;true;1500;73
insert;86945;true;2600;1895
insert;43375;true;1100;342
insert;85127;true;2300;1698
insert;97138;true;7400;3091
insert;20543;true;8200;3697
insert;74174;true;4900;2269
insert;74804;true;4400;2384
insert;3750;true;2200;1750
insert;94352;true;4900;2758
insert;105;true;1300;1311
insert;65550;true;1300;1279
insert;16869;true;4600;3286
insert;19567;true;5700;3589
insert;71321;true;3400;1924
insert;64871;true;1300;1207
insert;21628;true;6100;3834
insert;38639;true;1200;93
insert;98538;true;6500;3275
insert;78144;true;5200;2802
insert;96089;true;4500;2992
insert;76403;true;4400;2585
insert;18883;true;5900;3507
insert;87111;true;2700;1923
insert;70147;true;2400;1838
insert;14516;true;4300;3032
insert;56878;true;2800;1113
insert;478;true;1200;1343
insert;90562;true;3200;2324
insert;34268;true;1200;33
insert;27053;true;1100;109
insert;7477;true;2500;2194
insert;92232;true;3400;2489
insert;22768;true;1200;190
insert;79680;true;6200;2945
insert;26942;true;900;132
insert;2815;true;1400;1643
insert;7531;true;2600;2202
insert;4409;true;1900;1833
insert;90469;true;3200;2314
insert;88895;true;2800;2157
insert;56804;true;2000;1104
insert;98063;true;4900;3236
insert;67102;true;1500;1476
insert;44720;true;1600;481
insert;53743;true;1400;745
insert;60707;true;1800;658
insert;29261;true;8600;51
insert;40483;true;900;154
insert;57283;true;2800;1178
insert;67582;true;2100;1541
insert;90040;true;3100;2275
insert;42476;true;1700;375
insert;73178;true;3100;2158
insert;87524;true;2400;1978
insert;47041;true;2700;724
insert;42944;true;700;303
insert;88040;true;2700;2043
insert;88763;true;2800;2152
insert;49127;true;1500;502
insert;70333;true;2500;1871
insert;23353;true;1300;49
insert;37428;true;4300;84
insert;13437;true;4200;2922
insert;20656;true;6000;3753
insert;88883;true;2900;2169
insert;53454;true;1600;715
insert;4967;true;2100;1910
insert;3559;true;1600;1745
insert;85951;true;2100;1796
insert;57445;true;2600;1214
insert;28747;true;1100;45
insert;26358;true;1000;89
insert;35864;true;1000;104
insert;33156;true;1000;62
insert;8431;true;2900;2330
insert;47466;true;900;301
insert;88668;true;2800;2137
insert;42067;true;1600;340
insert;83712;true;1500;1544
insert;17937;true;5100;3449
insert;11701;true;3600;2724
insert;90559;true;2900;2357
insert;84458;true;1700;1638
insert;12421;true;4000;2829
insert;66308;true;1600;1382
insert;93015;true;4200;2627
insert;19936;true;20500;3676
insert;89933;true;3600;2294
insert;6531;true;3000;2103
insert;45807;true;2000;634
insert;64981;true;1400;1231
insert;56124;true;2400;1031
insert;84319;true;1900;1633
insert;51749;true;1100;524
insert;53969;true;1800;779
insert;78505;true;5300;2862
insert;66163;true;1400;1367
insert;99820;true;6100;3498
insert;88875;true;35400;2189
insert;87105;true;2800;1952
insert;77006;true;7900;2690
insert;60547;true;2300;633
insert;607;true;2400;1382
insert;19879;true;10600;3675
insert;23364;true;900;52
insert;94788;true;5800;2887
insert;24000;true;1200;46
insert;10526;true;3400;2592
insert;7784;true;2600;2267
insert;18442;true;173900;3520
insert;65917;true;2400;1345
insert;22497;true;1300;159
insert;25509;true;1300;103
insert;18332;true;6500;3509
insert;16988;true;5900;3362
insert;24571;true;2000;69
insert;56992;true;3300;1152
insert;79273;true;6800;2944
insert;48218;true;1300;382
insert;38003;true;1400;76
insert;64959;true;1500;1235
insert;68870;true;2500;1716
insert;11009;true;4300;2661
insert;70197;true;2600;1879
insert;73696;true;3700;2254
insert;24292;true;1200;55
insert;22475;true;900;160
insert;26104;true;1100;145
insert;11069;true;4100;2670
insert;84754;true;2400;1686
insert;79822;true;5900;3005
insert;61691;true;2300;764
insert;36101;true;1200;82
insert;8367;true;3300;2345
insert;75775;true;4500;2554
insert;16950;true;6000;3366
insert;75171;true;4400;2481
insert;58782;true;1200;437
insert;21630;true;7800;3921
insert;73227;true;3700;2194
insert;30874;true;1500;82
insert;79191;true;5600;2965
insert;29833;true;21500;88
insert;66091;true;5800;1378
insert;72156;true;3300;2081
insert;97399;true;8800;3195
insert;16072;true;6000;3256
insert;65683;true;1600;1332
insert;8102;true;3500;2317
insert;92010;true;4500;2520
insert;94366;true;5300;2835
insert;56843;true;3100;1127
insert;77181;true;5400;2753
insert;76028;true;4800;2610
insert;68224;true;2400;1655
insert;67533;true;2100;1572
insert;18166;true;6200;3506
insert;62787;true;3500;898
insert;35958;true;1100;67
insert;21478;true;7300;3915
insert;81578;true;1300;1306
insert;79705;true;5800;3027
insert;55309;true;2200;968
insert;17287;true;5700;3414
insert;92989;true;38400;2647
insert;82798;true;1700;1448
insert;52591;true;1600;629
insert;11812;true;19100;2785
insert;34500;true;557300;63
insert;88476;true;5300;2149
insert;80230;true;8800;3086
insert;27922;true;2000;188
insert;56376;true;3100;1076
insert;65845;true;1700;1363
insert;8162;true;4600;2326
insert;90694;true;3900;2404
insert;75617;true;4300;2560
insert;77838;true;4300;2853
insert;11419;true;3900;2743
insert;18441;true;6200;3562
insert;22154;true;1000;119
insert;66315;true;1800;1426
insert;98176;true;5900;3331
insert;38687;true;1100;98
insert;62051;true;2600;813
insert;28503;true;1400;289
insert;66943;true;1900;1511
insert;26558;true;11100;138
insert;31146;true;1200;83
insert;86366;true;2500;1882
insert;67261;true;1900;1544
insert;88173;true;2800;2113
insert;46410;true;2400;683
insert;95579;true;4800;3020
insert;21552;true;6900;3937
insert;84005;true;1700;1611
insert;13559;true;4600;2996
insert;39550;true;1400;100
insert;40829;true;1000;181
insert;96059;true;5200;3092
insert;87629;true;2800;2043
insert;84778;true;2000;1712
insert;26860;true;1300;124
insert;27133;true;4600;157
insert;91942;true;3900;2543
insert;51921;true;1400;541
insert;13466;true;4800;2991
insert;88961;true;3100;2246
insert;31721;true;1400;164
insert;18157;true;5400;3526
insert;88962;true;2700;2249
insert;92770;true;3500;2662
insert;70854;true;3200;1967
insert;26660;true;900;105
insert;28176;true;1100;236
insert;73524;true;3600;2262
insert;67275;true;1900;1551
insert;11858;true;4000;2811
insert;33422;true;1500;97
insert;89569;true;3300;2311
insert;66522;true;1800;1470
insert;70313;true;2700;1939
insert;60313;true;1600;612
insert;80262;true;5600;3122
insert;25436;true;1400;102
insert;61085;true;1800;703
insert;22072;true;1000;108
insert;17140;true;5300;3426
insert;19658;true;6200;3717
insert;41491;true;1300;256
insert;70661;true;2800;1965
insert;36573;true;7200;47
insert;13867;true;4600;3044
insert;31419;true;1200;127
insert;32721;true;3500;50
insert;74740;true;3800;2492
insert;26366;true;3400;126
insert;75233;true;3900;2545
insert;34183;true;1100;40
insert;67324;true;1900;1566
insert;87272;true;2800;2012
insert;94435;true;5000;2899
insert;20853;true;6700;3887
insert;14720;true;4800;3156
insert;19993;true;6400;3773
insert;44614;true;1500;478
insert;94966;true;4900;2972
insert;33942;true;1300;113
insert;16709;true;5200;3380
insert;92300;true;3900;2607
insert;67905;true;2000;1653
insert;83200;true;1500;1530
insert;23530;true;5400;53
insert;40126;true;1100;137
insert;2269;true;1600;1631
insert;20052;true;6200;3790
insert;82604;true;1400;1449
insert;61084;true;1700;704
insert;26495;true;1100;113
insert;89965;true;3300;2368
insert;5381;true;2400;2007
insert;88423;true;850200;2181
insert;5756;true;4600;2054
insert;29802;true;1400;60
insert;14219;true;6300;3119
insert;151;true;1100;1378
insert;92771;true;5200;2688
insert;99595;true;7200;3563
insert;66538;true;2500;1486
insert;9227;true;3300;2497
insert;74839;true;5800;2513
insert;54452;true;2600;848
insert;72110;true;3100;2136
insert;83616;true;1700;1586
insert;25006;true;1200;114
insert;47260;true;800;293
insert;87375;true;2500;2043
insert;86562;true;2300;1946
insert;95251;true;4700;3045
insert;20918;true;7100;3924
insert;70191;true;2700;1941
insert;40605;true;1100;171
insert;90200;true;3100;2412
insert;6273;true;2400;2125
insert;88687;true;3100;2229
insert;29892;true;1400;49
insert;67127;true;1800;1554
insert;66208;true;1500;1431
insert;92296;true;3900;2638
insert;75729;true;4500;2638
insert;31178;true;1100;94
insert;58750;true;1200;443
insert;92708;true;4000;2691
insert;39570;true;1200;107
insert;12133;true;4200;2888
insert;51079;true;2900;738
insert;44093;true;1600;429
insert;15578;true;4600;3275
insert;35857;true;1300;105
insert;60701;true;1900;676
insert;21929;true;7200;4056
insert;3216;true;1600;1763
insert;85592;true;2300;1840
insert;57366;true;3300;1229
insert;61258;true;1800;737
insert;1807;true;1400;1596
insert;69826;true;2700;1909
insert;12230;true;4100;2909
insert;80997;true;1000;1271
insert;44380;true;1300;464
insert;48016;true;1500;365
insert;53180;true;1600;710
insert;73540;true;3500;2312
insert;24349;true;11900;82
insert;74790;true;3800;2531
insert;60140;true;1500;592
insert;40627;true;1000;174
insert;8037;true;3200;2354
insert;8121;true;3000;2371
insert;90005;true;3500;2400
insert;61875;true;1900;819
insert;13983;true;4800;3116
insert;20431;true;6500;3893
insert;69475;true;2700;1870
insert;2972;true;1700;1732
insert;23561;true;1000;37
insert;95547;true;5400;3107
insert;26467;true;1100;114
insert;77458;true;5000;2873
insert;10524;true;3500;2673
insert;31783;true;1100;183
insert;85303;true;1700;1816
insert;10502;true;3400;2670
insert;71231;true;3000;2050
insert;67236;true;1900;1575
insert;43911;true;1400;417
insert;94447;true;4300;2957
insert;21022;true;6300;3979
insert;16249;true;5100;3392
insert;43049;true;1100;328
insert;29858;true;1300;70
insert;17900;true;5400;3591
insert;4803;true;2200;1978
insert;46531;true;2300;715
insert;14020;true;4300;3139
insert;271;true;900;1410
insert;42846;true;900;304
insert;69201;true;2500;1842
insert;16218;true;4900;3397
insert;17949;true;5600;3614
insert;70409;true;2600;1991
insert;10828;true;3600;2723
insert;70273;true;2700;1978
insert;86451;true;2700;1952
insert;6637;true;2600;2202
insert;81058;true;1100;1281
insert;80025;true;5700;3167
insert;32044;true;1200;58
insert;97143;true;5600;3304
insert;50152;true;1900;640
insert;95663;true;4900;3133
insert;39883;true;1000;102
insert;92536;true;3900;2694
insert;3989;true;1900;1883
insert;75437;true;4100;2620
insert;17918;true;5400;3618
insert;59700;true;1500;548
insert;97127;true;5000;3307
insert;46790;true;2100;737
insert;98325;true;5200;3474
insert;14204;true;4300;3181
insert;22696;true;1400;193
insert;84310;true;1900;1705
insert;62175;true;2400;851
insert;51819;true;1500;541
insert;84604;true;2000;1740
insert;35636;true;1500;77
insert;28946;true;1100;70
insert;39532;true;1400;102
insert;53719;true;2000;770
insert;90761;true;3300;2507
insert;7589;true;2800;2324
insert;40465;true;1000;157
insert;92798;true;4000;2752
insert;84211;true;1700;1691
insert;93809;true;4200;2896
insert;70981;true;2900;2043
insert;94406;true;4200;2979
insert;36756;true;1600;52
insert;56077;true;2400;1055
insert;34209;true;900;46
insert;5580;true;2300;2075
insert;16587;true;5500;3468
insert;88751;true;3000;2286
insert;79391;true;19500;3114
insert;89701;true;3000;2403
insert;45254;true;2500;580
insert;60024;true;1300;582
insert;84087;true;1600;1682
insert;99338;true;9100;3631
insert;65822;true;1600;1395
insert;19403;true;6700;3815
insert;32869;true;8400;58
insert;34124;true;1100;139
insert;40998;true;1000;216
insert;89330;true;2900;2360
insert;12214;true;4100;2954
insert;28933;true;2200;71
insert;19048;true;5700;3765
insert;33831;true;800;95
insert;19439;true;5300;3826
insert;7799;true;2700;2371
insert;30361;true;1300;58
insert;40554;true;1000;173
insert;27238;true;1100;119
insert;5774;true;2400;2114
insert;366;true;1100;1439
insert;63735;true;1100;1168
insert;21589;true;7000;4114
insert;99705;true;5800;3687
insert;22828;true;1300;212
insert;57247;true;2800;1220
insert;18045;true;5300;3663
insert;58059;true;1100;359
insert;69265;true;2600;1871
insert;55639;true;1900;1017
insert;82870;true;1400;1530
insert;14667;true;4700;3260
insert;87353;true;2500;2099
insert;94251;true;4000;2976
insert;94475;true;4200;3019
insert;62619;true;2400;918
insert;56547;true;2100;1126
insert;7141;true;2400;2285
insert;90758;true;3400;2536
insert;28108;true;1300;230
insert;57199;true;2300;1221
insert;92643;true;3300;2749
insert;99054;true;5000;3614
insert;30849;true;1200;79
insert;72471;true;3400;2244
insert;17696;true;5200;3630
insert;41695;true;1300;304
insert;76837;true;5300;2847
insert;72198;true;3500;2196
insert;48134;true;1300;381
insert;64093;true;1200;1213
insert;31595;true;1100;166
insert;57307;true;2700;1244
insert;17933;true;5600;3663
insert;80160;true;5600;3218
insert;19109;true;6100;3806
insert;42257;true;1400;375
insert;92067;true;4000;2681
insert;2364;true;1500;1699
insert;12332;true;3700;2992
insert;8939;true;3100;2539
insert;46766;true;2400;739
insert;35835;true;1400;100
insert;52529;true;1400;631
insert;6269;true;2600;2192
insert;92442;true;4000;2734
insert;34376;true;6500;55
insert;39618;true;900;81
insert;45964;true;1800;680
insert;5990;true;2500;2157
insert;92324;true;4200;2715
insert;90205;true;3700;2486
insert;8693;true;3500;2520
insert;58202;true;1000;377
insert;86450;true;2500;1995
insert;46487;true;1900;723
insert;18809;true;6400;3787
insert;61176;true;1900;742
insert;76297;true;4800;2777
insert;7726;true;3500;2388
insert;4151;true;1600;1939
insert;83945;true;1700;1682
insert;11208;true;3900;2852
insert;51293;true;900;474
insert;57501;true;2800;1287
insert;75026;true;4500;2612
insert;1145;true;1300;1579
insert;49476;true;1600;568
insert;81516;true;1200;1383
insert;16960;true;5800;3568
insert;22012;true;1500;105
insert;11397;true;3700;2881
insert;32078;true;1400;67
insert;32267;true;700;86
insert;68308;true;2100;1755
insert;59654;true;1300;551
insert;1380;true;1300;1610
insert;16583;true;4500;3533
insert;273;true;900;1452
insert;4025;true;1800;1937
insert;74948;true;3800;2606
insert;38480;true;800;77
insert;34478;true;4300;61
insert;20758;true;6300;4082
insert;4097;true;2000;1947
insert;23661;true;900;41
insert;54349;true;1500;858
insert;40005;true;1000;120
insert;90703;true;3700;2552
insert;2775;true;1600;1774
insert;16941;true;4900;3587
insert;91232;true;3300;2595
insert;3369;true;1700;1856
insert;17197;true;4700;3631
insert;71108;true;2700;2077
insert;17711;true;5000;3700
insert;71670;true;3000;2160
insert;45544;true;1500;616
insert;52462;true;1200;627
insert;24666;true;11400;123
insert;63637;true;1100;1175
insert;45822;true;1700;667
insert;99059;true;6600;3644
insert;66931;true;1800;1574
insert;28443;true;1700;291
insert;56458;true;2200;1132
insert;61554;true;1500;796
insert;95089;true;4100;3157
insert;29414;true;1100;53
insert;96776;true;4800;3362
insert;46412;true;1700;720
insert;294;true;900;1467
insert;5853;true;2400;2180
insert;57421;true;2900;1285
insert;57059;true;2000;1220
insert;18834;true;5300;3847
insert;58976;true;1200;489
insert;17659;true;5200;3704
insert;74635;true;3600;2569
insert;58109;true;700;376
insert;65311;true;1200;1356
insert;17631;true;31500;3703
insert;97782;true;8900;3499
insert;95360;true;8100;3190
insert;50446;true;2900;691
insert;78811;true;8300;3115
insert;3700;true;2300;1920
insert;44247;true;1200;469
insert;87126;true;2600;2091
insert;43124;true;900;352
insert;72086;true;2600;2214
insert;8392;true;3100;2529
insert;17555;true;6000;3696
insert;61289;true;1900;777
insert;82055;true;1300;1458
insert;35103;true;5700;82
insert;78589;true;5500;3095
insert;79052;true;5700;3142
insert;80531;true;6100;3301
insert;81526;true;1200;1395
insert;27488;true;1100;148
insert;61929;true;1700;858
insert;88952;true;2600;2364
insert;38948;true;1200;114
insert;46979;true;1800;777
insert;6226;true;2500;2239
insert;52821;true;1200;691
insert;57304;true;2400;1268
insert;75753;true;3700;2738
insert;16259;true;4800;3534
insert;61390;true;1600;791
insert;23821;true;3400;65
insert;76009;true;3700;2781
insert;73523;true;3300;2382
insert;90345;true;3200;2527
insert;45520;true;1400;622
insert;45695;true;1500;659
insert;4698;true;2000;2051
insert;47056;true;1600;798
insert;70449;true;2600;2045
insert;85010;true;2200;1850
insert;29382;true;1100;50
insert;85285;true;2000;1885
insert;83914;true;1500;1700
insert;72035;true;3400;2220
insert;32265;true;1300;87
insert;41818;true;1600;332
insert;24534;true;1000;69
insert;5639;true;2100;2164
insert;58505;true;1200;438
insert;28720;true;1100;48
insert;75655;true;3700;2727
insert;21876;true;6800;4279
insert;505;true;1100;1494
insert;62322;true;1900;911
insert;23553;true;19900;54
insert;30030;true;1000;72
insert;57789;true;2600;1341
insert;93061;true;4300;2877
insert;46621;true;2000;761
insert;86206;true;2400;1988
insert;38943;true;1000;115
insert;57881;true;2400;1345
insert;53517;true;1400;775
insert;25385;true;1300;103
insert;56587;true;2300;1162
insert;47053;true;1600;802
insert;15376;true;5300;3435
insert;10454;true;3900;2798
insert;17832;true;6600;3755
insert;70063;true;2600;2002
insert;63954;true;1100;1225
insert;19798;true;6000;4012
insert;75718;true;4500;2750
insert;84648;true;1900;1805
insert;94717;true;4300;3124
insert;52228;true;1200;605
insert;5803;true;2200;2203
insert;40620;true;900;185
insert;64680;true;1100;1297
insert;71631;true;2600;2182
insert;36804;true;900;65
insert;82319;true;1300;1491
insert;95585;true;4600;3262
insert;41625;true;1200;294
insert;6900;true;2700;2344
insert;96528;true;5100;3391
insert;66194;true;1800;1493
insert;62599;true;2200;946
insert;76168;true;4600;2832
insert;90959;true;3400;2614
insert;39987;true;1100;121
insert;36350;true;1100;112
insert;47458;true;1100;310
insert;50269;true;1800;669
insert;23992;true;1100;50
insert;5817;true;2300;2209
insert;44176;true;1300;469
insert;79128;true;5500;3195
insert;70926;true;2800;2102
insert;73480;true;3000;2405
insert;31229;true;1100;105
insert;51950;true;1100;574
insert;50141;true;1400;650
insert;71612;true;3000;2190
insert;29827;true;1000;68
insert;62671;true;2000;963
insert;91505;true;3800;2675
insert;9078;true;3500;2658
insert;41261;true;1200;253
insert;55478;true;2100;1043
insert;16727;true;5500;3621
insert;84368;true;1900;1786
insert;54617;true;1900;920
insert;26036;true;1300;142
insert;23198;true;1100;43
insert;51327;true;900;499
insert;54490;true;1700;912
insert;8970;true;3300;2638
insert;97109;true;7000;3455
insert;46171;true;2200;720
insert;36210;true;1000;99
insert;72037;true;2700;2249
insert;83871;true;1700;1704
insert;62606;true;1900;950
insert;18238;true;5400;3833
insert;49598;true;1500;591
insert;4335;true;2200;2016
insert;88097;true;2900;2261
insert;80044;true;5600;3298
insert;7488;true;2700;2435
insert;36734;true;1000;54
insert;71438;true;133700;2163
insert;69289;true;5100;1934
insert;37540;true;1800;61
insert;92836;true;8100;2876
insert;40844;true;900;210
insert;80373;true;6900;3345
insert;52608;true;1600;681
insert;93600;true;5300;2991
insert;20197;true;9500;4094
insert;46869;true;2200;789
insert;32884;true;14100;62
insert;63377;true;1100;1170
insert;30360;true;1400;59
insert;83872;true;2000;1710
insert;81537;true;1200;1419
insert;46283;true;1800;734
insert;49222;true;1800;544
insert;50461;true;1600;711
insert;12073;true;3800;3071
insert;73961;true;3600;2511
insert;48864;true;1100;496
insert;41861;true;1500;353
insert;4777;true;2100;2090
insert;74252;true;3500;2558
insert;56573;true;3000;1182
insert;37962;true;900;73
insert;60730;true;2000;723
insert;74651;true;3500;2645
insert;74977;true;3900;2700
insert;22332;true;1300;154
insert;72218;true;3000;2285
insert;34016;true;1100;136
insert;28545;true;1500;309
insert;93668;true;5100;3008
insert;53561;true;1700;803
insert;8933;true;3900;2643
insert;47345;true;1000;315
insert;69472;true;2700;1960
insert;18681;true;6900;3908
insert;7159;true;3000;2395
insert;56895;true;2800;1236
insert;65083;true;1500;1369
insert;74731;true;4300;2672
insert;25793;true;1400;113
insert;2083;true;1800;1740
insert;87115;true;2900;2141
insert;44387;true;1500;503
insert;29472;true;1700;46
insert;39381;true;1000;87
insert;87273;true;3200;2168
insert;62043;true;2400;886
insert;87425;true;3000;2191
insert;65038;true;1400;1367
insert;82489;true;1500;1536
insert;36808;true;1000;71
insert;22082;true;900;117
insert;65732;true;1600;1454
insert;3313;true;2000;1895
insert;65358;true;1600;1411
insert;52128;true;1200;611
insert;92254;true;4400;2803
insert;8534;true;3700;2608
insert;84080;true;2000;1760
insert;55233;true;3700;1038
insert;10743;true;4400;2885
insert;44285;true;1400;494
insert;92934;true;4600;2917
insert;94126;true;5100;3086
insert;70735;true;3200;2118
insert;76186;true;5300;2897
insert;98849;true;7000;3731
insert;99341;true;7100;3806
insert;75204;true;4800;2750
insert;56541;true;2700;1189
insert;99950;true;6600;3893
insert;54338;true;1800;898
insert;13670;true;5400;3276
insert;14078;true;5200;3339
insert;80029;true;6200;3351
insert;26484;true;1000;120
insert;7358;true;3100;2440
insert;63258;true;1000;1174
insert;73915;true;4000;2529
insert;79296;true;5800;3286
insert;29137;true;9400;56
insert;23537;true;4600;57
insert;85272;true;2600;1930
insert;64800;true;1400;1351
insert;13088;true;5000;3229
insert;15489;true;5800;3512
insert;12457;true;4800;3153
insert;49619;true;1800;604
insert;89904;true;3800;2545
insert;26668;true;1100;114
insert;67300;true;2000;1692
insert;39316;true;1000;82
insert;51969;true;1200;591
insert;47493;true;800;331
insert;27124;true;6200;164
insert;42206;true;1500;388
insert;9222;true;4000;2714
insert;89363;true;3900;2480
insert;57348;true;3000;1332
insert;57344;true;2900;1333
insert;17133;true;6700;3737
insert;9717;true;4100;2766
insert;81556;true;1300;1437
insert;3980;true;2200;1997
insert;83137;true;1600;1644
insert;55264;true;2200;1054
insert;30564;true;1300;80
insert;43184;true;1200;379
insert;48267;true;1300;418
